CHASSIS_NUMBER,MODEL,YEAR,ENGINE_TYPE,MSRP,RELIABILITY_RATING
VIN03693,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03694,T2000,2023,Diesel Turbo,85000,4
VIN03695,T2000,2022,Diesel Turbo,85000,4
VIN03696,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03697,T6000,2021,Diesel Turbo,135000,3
VIN03698,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03699,T8000,2022,Diesel Turbo,160000,3
VIN03700,T2000,2022,Diesel 6-Cylinder,85000,4
VIN03701,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03702,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03703,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03704,T4000,2020,Diesel Turbo,110000,4
VIN03705,T6000,2023,Diesel Turbo,135000,3
VIN03706,T6000,2022,Diesel 6-Cylinder,135000,3
VIN03707,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03708,T2000,2021,Diesel Turbo,85000,4
VIN03709,T8000,2023,Diesel 8-Cylinder,160000,3
VIN03710,T6000,2022,Diesel 6-Cylinder,135000,3
VIN03711,T9000,2020,Diesel Turbo,195000,2
VIN03712,T9000,2020,Diesel 6-Cylinder,195000,2
VIN03713,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03714,T2000,2022,Diesel 8-Cylinder,85000,4
VIN03715,T8000,2020,Diesel 6-Cylinder,160000,3
VIN03716,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03717,T4000,2023,Diesel 6-Cylinder,110000,4
VIN03718,T4000,2023,Diesel Turbo,110000,4
VIN03719,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03720,T8000,2023,Diesel 6-Cylinder,160000,3
VIN03721,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03722,T6000,2024,Diesel 6-Cylinder,135000,3
VIN03723,T2000,2022,Diesel 8-Cylinder,85000,4
VIN03724,T4000,2024,Diesel Turbo,110000,4
VIN03725,T4000,2021,Diesel Turbo,110000,4
VIN03726,T6000,2020,Diesel 6-Cylinder,135000,3
VIN03727,T6000,2024,Diesel 6-Cylinder,135000,3
VIN03728,T4000,2021,Diesel 6-Cylinder,110000,4
VIN03729,T8000,2020,Diesel 6-Cylinder,160000,3
VIN03730,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03731,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03732,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03733,T2000,2024,Diesel Turbo,85000,4
VIN03734,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03735,T4000,2023,Diesel 6-Cylinder,110000,4
VIN03736,T2000,2021,Diesel Turbo,85000,4
VIN03737,T8000,2022,Diesel 8-Cylinder,160000,3
VIN03738,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03739,T2000,2021,Diesel Turbo,85000,4
VIN03740,T4000,2023,Diesel 8-Cylinder,110000,4
VIN03741,T4000,2022,Diesel 8-Cylinder,110000,4
VIN03742,T6000,2024,Diesel 8-Cylinder,135000,3
VIN03743,T4000,2024,Diesel 8-Cylinder,110000,4
VIN03744,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03745,T2000,2020,Diesel Turbo,85000,4
VIN03746,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03747,T6000,2024,Diesel 8-Cylinder,135000,3
VIN03748,T4000,2020,Diesel 6-Cylinder,110000,4
VIN03749,T8000,2023,Diesel 6-Cylinder,160000,3
VIN03750,T4000,2020,Diesel 6-Cylinder,110000,4
VIN03751,T6000,2022,Diesel 6-Cylinder,135000,3
VIN03752,T8000,2020,Diesel 6-Cylinder,160000,3
VIN03753,T2000,2020,Diesel Turbo,85000,4
VIN03754,T2000,2023,Diesel Turbo,85000,4
VIN03755,T8000,2021,Diesel Turbo,160000,3
VIN03756,T2000,2022,Diesel Turbo,85000,4
VIN03757,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03758,T4000,2024,Diesel Turbo,110000,4
VIN03759,T2000,2023,Diesel Turbo,85000,4
VIN03760,T8000,2022,Diesel 8-Cylinder,160000,3
VIN03761,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03762,T4000,2022,Diesel 8-Cylinder,110000,4
VIN03763,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03764,T6000,2024,Diesel 8-Cylinder,135000,3
VIN03765,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03766,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03767,T9000,2022,Diesel 6-Cylinder,195000,2
VIN03768,T8000,2023,Diesel 6-Cylinder,160000,3
VIN03769,T8000,2024,Diesel 6-Cylinder,160000,3
VIN03770,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03771,T4000,2023,Diesel Turbo,110000,4
VIN03772,T2000,2022,Diesel 8-Cylinder,85000,4
VIN03773,T4000,2024,Diesel 8-Cylinder,110000,4
VIN03774,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03775,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03776,T8000,2020,Diesel 8-Cylinder,160000,3
VIN03777,T9000,2020,Diesel 6-Cylinder,195000,2
VIN03778,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03779,T2000,2022,Diesel Turbo,85000,4
VIN03780,T6000,2021,Diesel 6-Cylinder,135000,3
VIN03781,T2000,2022,Diesel Turbo,85000,4
VIN03782,T9000,2020,Diesel 8-Cylinder,195000,2
VIN03783,T8000,2020,Diesel 6-Cylinder,160000,3
VIN03784,T2000,2022,Diesel 6-Cylinder,85000,4
VIN03785,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03786,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03787,T4000,2020,Diesel 6-Cylinder,110000,4
VIN03788,T2000,2021,Diesel Turbo,85000,4
VIN03789,T8000,2023,Diesel Turbo,160000,3
VIN03790,T4000,2020,Diesel Turbo,110000,4
VIN03791,T4000,2024,Diesel 8-Cylinder,110000,4
VIN03792,T6000,2022,Diesel 8-Cylinder,135000,3
VIN03793,T8000,2023,Diesel 6-Cylinder,160000,3
VIN03794,T2000,2022,Diesel Turbo,85000,4
VIN03795,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03796,T6000,2021,Diesel Turbo,135000,3
VIN03797,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03798,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03799,T8000,2021,Diesel 8-Cylinder,160000,3
VIN03800,T2000,2021,Diesel Turbo,85000,4
VIN03801,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03802,T8000,2022,Diesel Turbo,160000,3
VIN03803,T4000,2021,Diesel Turbo,110000,4
VIN03804,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03805,T9000,2023,Diesel 8-Cylinder,195000,2
VIN03806,T8000,2024,Diesel 6-Cylinder,160000,3
VIN03807,T8000,2021,Diesel 6-Cylinder,160000,3
VIN03808,T2000,2021,Diesel Turbo,85000,4
VIN03809,T2000,2024,Diesel Turbo,85000,4
VIN03810,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03811,T6000,2021,Diesel 6-Cylinder,135000,3
VIN03812,T8000,2021,Diesel 8-Cylinder,160000,3
VIN03813,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03814,T4000,2020,Diesel Turbo,110000,4
VIN03815,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03816,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03817,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03818,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03819,T6000,2023,Diesel 6-Cylinder,135000,3
VIN03820,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03821,T4000,2024,Diesel Turbo,110000,4
VIN03822,T4000,2023,Diesel 6-Cylinder,110000,4
VIN03823,T6000,2021,Diesel 6-Cylinder,135000,3
VIN03824,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03825,T4000,2021,Diesel 6-Cylinder,110000,4
VIN03826,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03827,T8000,2023,Diesel 8-Cylinder,160000,3
VIN03828,T4000,2021,Diesel Turbo,110000,4
VIN03829,T8000,2022,Diesel 8-Cylinder,160000,3
VIN03830,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03831,T6000,2024,Diesel 8-Cylinder,135000,3
VIN03832,T6000,2020,Diesel 6-Cylinder,135000,3
VIN03833,T4000,2024,Diesel 8-Cylinder,110000,4
VIN03834,T6000,2021,Diesel 6-Cylinder,135000,3
VIN03835,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03836,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03837,T9000,2023,Diesel 8-Cylinder,195000,2
VIN03838,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03839,T8000,2021,Diesel Turbo,160000,3
VIN03840,T8000,2020,Diesel Turbo,160000,3
VIN03841,T4000,2023,Diesel Turbo,110000,4
VIN03842,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03843,T2000,2020,Diesel Turbo,85000,4
VIN03844,T6000,2022,Diesel 6-Cylinder,135000,3
VIN03845,T4000,2021,Diesel 6-Cylinder,110000,4
VIN03846,T8000,2020,Diesel 8-Cylinder,160000,3
VIN03847,T8000,2022,Diesel 8-Cylinder,160000,3
VIN03848,T4000,2022,Diesel Turbo,110000,4
VIN03849,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03850,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03851,T2000,2022,Diesel Turbo,85000,4
VIN03852,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03853,T2000,2024,Diesel Turbo,85000,4
VIN03854,T6000,2021,Diesel 8-Cylinder,135000,3
VIN03855,T8000,2021,Diesel 8-Cylinder,160000,3
VIN03856,T4000,2021,Diesel Turbo,110000,4
VIN03857,T6000,2023,Diesel 8-Cylinder,135000,3
VIN03858,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03859,T9000,2023,Diesel Turbo,195000,2
VIN03860,T2000,2022,Diesel Turbo,85000,4
VIN03861,T6000,2023,Diesel Turbo,135000,3
VIN03862,T2000,2022,Diesel 8-Cylinder,85000,4
VIN03863,T4000,2023,Diesel 8-Cylinder,110000,4
VIN03864,T2000,2020,Diesel Turbo,85000,4
VIN03865,T4000,2022,Diesel Turbo,110000,4
VIN03866,T2000,2023,Diesel Turbo,85000,4
VIN03867,T9000,2022,Diesel 8-Cylinder,195000,2
VIN03868,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03869,T9000,2021,Diesel 8-Cylinder,195000,2
VIN03870,T6000,2024,Diesel 8-Cylinder,135000,3
VIN03871,T6000,2021,Diesel 8-Cylinder,135000,3
VIN03872,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03873,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03874,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03875,T2000,2022,Diesel 6-Cylinder,85000,4
VIN03876,T4000,2020,Diesel 6-Cylinder,110000,4
VIN03877,T2000,2022,Diesel 8-Cylinder,85000,4
VIN03878,T8000,2024,Diesel Turbo,160000,3
VIN03879,T9000,2024,Diesel 6-Cylinder,195000,2
VIN03880,T9000,2022,Diesel 6-Cylinder,195000,2
VIN03881,T9000,2021,Diesel 8-Cylinder,195000,2
VIN03882,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03883,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03884,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03885,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03886,T9000,2024,Diesel 8-Cylinder,195000,2
VIN03887,T2000,2023,Diesel Turbo,85000,4
VIN03888,T8000,2024,Diesel 6-Cylinder,160000,3
VIN03889,T6000,2021,Diesel 8-Cylinder,135000,3
VIN03890,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03891,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03892,T4000,2023,Diesel Turbo,110000,4
VIN03893,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03894,T2000,2023,Diesel Turbo,85000,4
VIN03895,T2000,2022,Diesel 8-Cylinder,85000,4
VIN03896,T4000,2023,Diesel 8-Cylinder,110000,4
VIN03897,T9000,2023,Diesel 6-Cylinder,195000,2
VIN03898,T9000,2020,Diesel 8-Cylinder,195000,2
VIN03899,T2000,2021,Diesel Turbo,85000,4
VIN03900,T9000,2021,Diesel Turbo,195000,2
VIN03901,T4000,2021,Diesel Turbo,110000,4
VIN03902,T4000,2024,Diesel 8-Cylinder,110000,4
VIN03903,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03904,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03905,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03906,T8000,2020,Diesel 6-Cylinder,160000,3
VIN03907,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03908,T4000,2022,Diesel Turbo,110000,4
VIN03909,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03910,T2000,2024,Diesel Turbo,85000,4
VIN03911,T4000,2020,Diesel Turbo,110000,4
VIN03912,T2000,2021,Diesel Turbo,85000,4
VIN03913,T6000,2023,Diesel 6-Cylinder,135000,3
VIN03914,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03915,T6000,2020,Diesel 8-Cylinder,135000,3
VIN03916,T6000,2021,Diesel 6-Cylinder,135000,3
VIN03917,T2000,2021,Diesel Turbo,85000,4
VIN03918,T8000,2024,Diesel 6-Cylinder,160000,3
VIN03919,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03920,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03921,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03922,T4000,2021,Diesel 6-Cylinder,110000,4
VIN03923,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03924,T8000,2023,Diesel Turbo,160000,3
VIN03925,T6000,2023,Diesel 6-Cylinder,135000,3
VIN03926,T6000,2021,Diesel 6-Cylinder,135000,3
VIN03927,T8000,2021,Diesel 6-Cylinder,160000,3
VIN03928,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03929,T4000,2022,Diesel 8-Cylinder,110000,4
VIN03930,T6000,2024,Diesel 8-Cylinder,135000,3
VIN03931,T4000,2022,Diesel 8-Cylinder,110000,4
VIN03932,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03933,T4000,2023,Diesel 6-Cylinder,110000,4
VIN03934,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03935,T4000,2020,Diesel Turbo,110000,4
VIN03936,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03937,T2000,2022,Diesel 6-Cylinder,85000,4
VIN03938,T4000,2023,Diesel 8-Cylinder,110000,4
VIN03939,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03940,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03941,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03942,T4000,2021,Diesel Turbo,110000,4
VIN03943,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03944,T4000,2021,Diesel 8-Cylinder,110000,4
VIN03945,T8000,2022,Diesel 8-Cylinder,160000,3
VIN03946,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03947,T9000,2024,Diesel Turbo,195000,2
VIN03948,T2000,2024,Diesel Turbo,85000,4
VIN03949,T4000,2021,Diesel Turbo,110000,4
VIN03950,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03951,T4000,2023,Diesel 6-Cylinder,110000,4
VIN03952,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03953,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03954,T9000,2023,Diesel 8-Cylinder,195000,2
VIN03955,T8000,2021,Diesel 6-Cylinder,160000,3
VIN03956,T8000,2021,Diesel Turbo,160000,3
VIN03957,T8000,2023,Diesel 6-Cylinder,160000,3
VIN03958,T2000,2022,Diesel 6-Cylinder,85000,4
VIN03959,T2000,2020,Diesel 8-Cylinder,85000,4
VIN03960,T8000,2024,Diesel Turbo,160000,3
VIN03961,T8000,2021,Diesel 8-Cylinder,160000,3
VIN03962,T2000,2023,Diesel 8-Cylinder,85000,4
VIN03963,T2000,2024,Diesel Turbo,85000,4
VIN03964,T2000,2022,Diesel 8-Cylinder,85000,4
VIN03965,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03966,T2000,2021,Diesel 8-Cylinder,85000,4
VIN03967,T8000,2021,Diesel 6-Cylinder,160000,3
VIN03968,T4000,2020,Diesel 6-Cylinder,110000,4
VIN03969,T2000,2021,Diesel 6-Cylinder,85000,4
VIN03970,T4000,2023,Diesel Turbo,110000,4
VIN03971,T4000,2020,Diesel 8-Cylinder,110000,4
VIN03972,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03973,T2000,2021,Diesel Turbo,85000,4
VIN03974,T8000,2024,Diesel 8-Cylinder,160000,3
VIN03975,T4000,2024,Diesel 6-Cylinder,110000,4
VIN03976,T8000,2023,Diesel 8-Cylinder,160000,3
VIN03977,T6000,2020,Diesel Turbo,135000,3
VIN03978,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03979,T2000,2023,Diesel 6-Cylinder,85000,4
VIN03980,T2000,2024,Diesel 8-Cylinder,85000,4
VIN03981,T2000,2022,Diesel 8-Cylinder,85000,4
VIN03982,T4000,2022,Diesel 6-Cylinder,110000,4
VIN03983,T8000,2021,Diesel 8-Cylinder,160000,3
VIN03984,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03985,T8000,2024,Diesel Turbo,160000,3
VIN03986,T2000,2024,Diesel 6-Cylinder,85000,4
VIN03987,T4000,2020,Diesel Turbo,110000,4
VIN03988,T4000,2022,Diesel Turbo,110000,4
VIN03989,T2000,2022,Diesel 8-Cylinder,85000,4
VIN03990,T2000,2022,Diesel 6-Cylinder,85000,4
VIN03991,T2000,2024,Diesel Turbo,85000,4
VIN03992,T2000,2020,Diesel 6-Cylinder,85000,4
VIN03993,T4000,2024,Diesel Turbo,110000,4
VIN03994,T6000,2020,Diesel 8-Cylinder,135000,3
VIN03995,T9000,2023,Diesel Turbo,195000,2
VIN03996,T6000,2020,Diesel Turbo,135000,3
VIN03997,T4000,2021,Diesel 8-Cylinder,110000,4
VIN03998,T6000,2020,Diesel 6-Cylinder,135000,3
VIN03999,T4000,2021,Diesel Turbo,110000,4
VIN04000,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04001,T8000,2021,Diesel 6-Cylinder,160000,3
VIN04002,T9000,2020,Diesel 6-Cylinder,195000,2
VIN04003,T4000,2023,Diesel Turbo,110000,4
VIN04004,T6000,2020,Diesel Turbo,135000,3
VIN04005,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04006,T6000,2023,Diesel Turbo,135000,3
VIN04007,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04008,T4000,2024,Diesel 8-Cylinder,110000,4
VIN04009,T4000,2022,Diesel 8-Cylinder,110000,4
VIN04010,T9000,2021,Diesel 6-Cylinder,195000,2
VIN04011,T2000,2020,Diesel 6-Cylinder,85000,4
VIN04012,T4000,2024,Diesel Turbo,110000,4
VIN04013,T2000,2020,Diesel Turbo,85000,4
VIN04014,T2000,2020,Diesel 6-Cylinder,85000,4
VIN04015,T2000,2023,Diesel 6-Cylinder,85000,4
VIN04016,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04017,T6000,2021,Diesel 8-Cylinder,135000,3
VIN04018,T2000,2023,Diesel 8-Cylinder,85000,4
VIN04019,T6000,2020,Diesel 6-Cylinder,135000,3
VIN04020,T2000,2024,Diesel 6-Cylinder,85000,4
VIN04021,T4000,2022,Diesel 6-Cylinder,110000,4
VIN04022,T4000,2022,Diesel 8-Cylinder,110000,4
VIN04023,T8000,2022,Diesel Turbo,160000,3
VIN04024,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04025,T6000,2024,Diesel 6-Cylinder,135000,3
VIN04026,T2000,2023,Diesel Turbo,85000,4
VIN04027,T9000,2023,Diesel 8-Cylinder,195000,2
VIN04028,T2000,2021,Diesel Turbo,85000,4
VIN04029,T2000,2024,Diesel 6-Cylinder,85000,4
VIN04030,T2000,2021,Diesel 6-Cylinder,85000,4
VIN04031,T9000,2023,Diesel Turbo,195000,2
VIN04032,T8000,2020,Diesel 6-Cylinder,160000,3
VIN04033,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04034,T2000,2023,Diesel 8-Cylinder,85000,4
VIN04035,T8000,2020,Diesel 6-Cylinder,160000,3
VIN04036,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04037,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04038,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04039,T4000,2023,Diesel Turbo,110000,4
VIN04040,T2000,2022,Diesel 6-Cylinder,85000,4
VIN04041,T4000,2022,Diesel 6-Cylinder,110000,4
VIN04042,T9000,2022,Diesel 8-Cylinder,195000,2
VIN04043,T8000,2024,Diesel 6-Cylinder,160000,3
VIN04044,T8000,2022,Diesel Turbo,160000,3
VIN04045,T8000,2023,Diesel 8-Cylinder,160000,3
VIN04046,T8000,2020,Diesel 6-Cylinder,160000,3
VIN04047,T4000,2022,Diesel Turbo,110000,4
VIN04048,T4000,2024,Diesel Turbo,110000,4
VIN04049,T4000,2024,Diesel 8-Cylinder,110000,4
VIN04050,T2000,2023,Diesel 8-Cylinder,85000,4
VIN04051,T6000,2021,Diesel 6-Cylinder,135000,3
VIN04052,T9000,2022,Diesel Turbo,195000,2
VIN04053,T9000,2020,Diesel 6-Cylinder,195000,2
VIN04054,T8000,2022,Diesel 8-Cylinder,160000,3
VIN04055,T4000,2020,Diesel Turbo,110000,4
VIN04056,T2000,2022,Diesel Turbo,85000,4
VIN04057,T2000,2024,Diesel 6-Cylinder,85000,4
VIN04058,T2000,2024,Diesel Turbo,85000,4
VIN04059,T2000,2022,Diesel 6-Cylinder,85000,4
VIN04060,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04061,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04062,T4000,2024,Diesel 6-Cylinder,110000,4
VIN04063,T4000,2024,Diesel 6-Cylinder,110000,4
VIN04064,T2000,2024,Diesel Turbo,85000,4
VIN04065,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04066,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04067,T8000,2021,Diesel 6-Cylinder,160000,3
VIN04068,T6000,2021,Diesel Turbo,135000,3
VIN04069,T6000,2021,Diesel 6-Cylinder,135000,3
VIN04070,T6000,2021,Diesel Turbo,135000,3
VIN04071,T4000,2023,Diesel Turbo,110000,4
VIN04072,T2000,2024,Diesel Turbo,85000,4
VIN04073,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04074,T2000,2022,Diesel Turbo,85000,4
VIN04075,T6000,2024,Diesel 6-Cylinder,135000,3
VIN04076,T2000,2020,Diesel Turbo,85000,4
VIN04077,T4000,2024,Diesel 6-Cylinder,110000,4
VIN04078,T2000,2022,Diesel Turbo,85000,4
VIN04079,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04080,T6000,2022,Diesel 6-Cylinder,135000,3
VIN04081,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04082,T2000,2023,Diesel Turbo,85000,4
VIN04083,T4000,2022,Diesel Turbo,110000,4
VIN04084,T2000,2022,Diesel 6-Cylinder,85000,4
VIN04085,T2000,2021,Diesel Turbo,85000,4
VIN04086,T2000,2024,Diesel 6-Cylinder,85000,4
VIN04087,T8000,2024,Diesel Turbo,160000,3
VIN04088,T8000,2024,Diesel Turbo,160000,3
VIN04089,T6000,2021,Diesel 8-Cylinder,135000,3
VIN04090,T8000,2020,Diesel Turbo,160000,3
VIN04091,T6000,2023,Diesel Turbo,135000,3
VIN04092,T2000,2020,Diesel 6-Cylinder,85000,4
VIN04093,T4000,2024,Diesel Turbo,110000,4
VIN04094,T4000,2023,Diesel Turbo,110000,4
VIN04095,T6000,2024,Diesel 6-Cylinder,135000,3
VIN04096,T6000,2024,Diesel Turbo,135000,3
VIN04097,T4000,2022,Diesel 6-Cylinder,110000,4
VIN04098,T8000,2022,Diesel 6-Cylinder,160000,3
VIN04099,T2000,2022,Diesel 6-Cylinder,85000,4
VIN04100,T4000,2020,Diesel Turbo,110000,4
VIN04101,T2000,2023,Diesel 8-Cylinder,85000,4
VIN04102,T2000,2024,Diesel Turbo,85000,4
VIN04103,T2000,2022,Diesel Turbo,85000,4
VIN04104,T4000,2021,Diesel 8-Cylinder,110000,4
VIN04105,T8000,2021,Diesel Turbo,160000,3
VIN04106,T8000,2021,Diesel Turbo,160000,3
VIN04107,T2000,2023,Diesel Turbo,85000,4
VIN04108,T4000,2021,Diesel Turbo,110000,4
VIN04109,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04110,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04111,T4000,2021,Diesel Turbo,110000,4
VIN04112,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04113,T8000,2020,Diesel 6-Cylinder,160000,3
VIN04114,T2000,2022,Diesel Turbo,85000,4
VIN04115,T6000,2023,Diesel Turbo,135000,3
VIN04116,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04117,T2000,2021,Diesel 6-Cylinder,85000,4
VIN04118,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04119,T9000,2022,Diesel 6-Cylinder,195000,2
VIN04120,T4000,2024,Diesel 6-Cylinder,110000,4
VIN04121,T6000,2020,Diesel 8-Cylinder,135000,3
VIN04122,T8000,2022,Diesel Turbo,160000,3
VIN04123,T6000,2020,Diesel Turbo,135000,3
VIN04124,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04125,T9000,2023,Diesel Turbo,195000,2
VIN04126,T8000,2022,Diesel 8-Cylinder,160000,3
VIN04127,T6000,2021,Diesel Turbo,135000,3
VIN04128,T8000,2024,Diesel 6-Cylinder,160000,3
VIN04129,T2000,2020,Diesel Turbo,85000,4
VIN04130,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04131,T2000,2021,Diesel Turbo,85000,4
VIN04132,T6000,2022,Diesel 6-Cylinder,135000,3
VIN04133,T2000,2023,Diesel 8-Cylinder,85000,4
VIN04134,T2000,2024,Diesel Turbo,85000,4
VIN04135,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04136,T2000,2022,Diesel 6-Cylinder,85000,4
VIN04137,T9000,2020,Diesel Turbo,195000,2
VIN04138,T8000,2021,Diesel 8-Cylinder,160000,3
VIN04139,T4000,2024,Diesel Turbo,110000,4
VIN04140,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04141,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04142,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04143,T2000,2022,Diesel Turbo,85000,4
VIN04144,T8000,2021,Diesel Turbo,160000,3
VIN04145,T2000,2020,Diesel 6-Cylinder,85000,4
VIN04146,T4000,2024,Diesel 6-Cylinder,110000,4
VIN04147,T2000,2020,Diesel Turbo,85000,4
VIN04148,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04149,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04150,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04151,T6000,2024,Diesel 6-Cylinder,135000,3
VIN04152,T8000,2022,Diesel 6-Cylinder,160000,3
VIN04153,T6000,2020,Diesel 8-Cylinder,135000,3
VIN04154,T8000,2023,Diesel 8-Cylinder,160000,3
VIN04155,T2000,2021,Diesel 8-Cylinder,85000,4
VIN04156,T6000,2020,Diesel 8-Cylinder,135000,3
VIN04157,T8000,2021,Diesel Turbo,160000,3
VIN04158,T2000,2021,Diesel Turbo,85000,4
VIN04159,T2000,2023,Diesel Turbo,85000,4
VIN04160,T6000,2020,Diesel Turbo,135000,3
